index,unit2_pos,unit1_beam_32,unit1_beam_64
5092,"[0.27890940349674703, 0.7569860279726678]",9,17
5093,"[0.2733405591293816, 0.7574850300099707]",9,17
5094,"[0.26792121392558327, 0.7569860279726678]",10,19
5095,"[0.262670055310674, 0.7564870260062775]",11,21
5096,"[0.2575870832713755, 0.7554890219316719]",12,22
5097,"[0.25267229779440964, 0.7544910179279787]",12,24
5098,"[0.24768276274893833, 0.7539920159615884]",14,26
5099,"[0.24252504111457807, 0.7539920159615884]",15,29
5100,"[0.23740469427774868, 0.7544910179279787]",15,29
5101,"[0.2322843474276411, 0.7539920159615884]",17,32
5102,"[0.22722006278710805, 0.7539920159615884]",17,34
5103,"[0.222155778146575, 0.7529940120288077]",19,37
5104,"[0.21714755568906008, 0.7519960080251145]",20,38
5105,"[0.21213933323154516, 0.7504990019841185]",20,39
5106,"[0.20716848557156115, 0.7490019960140349]",20,40
5107,"[0.2020294513359663, 0.7435129741000912]",22,44
5108,"[0.20016071161876026, 0.7564870260062775]",22,44
5109,"[0.1978621617565054, 0.7684630739087706]",25,48
5110,"[0.19511511436371445, 0.7784431138038773]",24,47
5111,"[0.1919382568391529, 0.787425149695291]",27,54
5112,"[0.18831290178405527, 0.7944111776502307]",27,52
5113,"[0.18425773657063063, 0.8003992016723898]",28,55
5114,"[0.1797540738532263, 0.8048902196535528]",28,55
5115,"[0.17482060099077318, 0.8078842315228073]",28,55
5116,"[0.16923306921136408, 0.8083832334891977]",29,56
5117,"[0.16327178950975887, 0.8093812375638033]",30,58
5118,"[0.1573478845924064, 0.8093812375638033]",30,59
5119,"[0.1514239796617757, 0.8083832334891977]",31,62
5120,"[0.14555613694071953, 0.8068862275900266]",31,62
5121,"[0.13970698160515063, 0.8038922155789471]",32,62
5122,"[0.13387651368162534, 0.8008982035678677]",31,62
5123,"[0.12808342054235275, 0.7964071857285295]",32,63
5124,"[0.35223875018421374, 0.7095808383290857]",2,2
5125,"[0.34777246225106206, 0.7120758483028624]",3,4
5126,"[0.34560472416688715, 0.7155688623512447]",2,3
5127,"[0.34259605321793635, 0.7190618763287147]",2,2
5128,"[0.3387277619921662, 0.7225548903061845]",2,4
5129,"[0.33399985050285474, 0.7255489021754391]",2,4
5130,"[0.32843100612221104, 0.7285429141865186]",4,6
5131,"[0.32200254147802615, 0.731536926197598]",3,6
5132,"[0.3147144565703, 0.7340319362422872]",4,7
5133,"[0.30656675138575445, 0.7365269461451515]",6,11
5134,"[0.30180146508563394, 0.7375249501488447]",6,10
5135,"[0.2924203916887946, 0.7470059880066486]",7,13
5136,"[0.2835065032079786, 0.7544910179279787]",8,14
5137,"[0.27504111227097683, 0.7599800399837473]",9,17
5138,"[0.267061593662042, 0.7639720558566951]",9,17
5139,"[0.2595492599824088, 0.7664670659013842]",10,20
5140,"[0.252504111232077, 0.7669660678677747]",11,22
5141,"[0.24592614739776855, 0.7659680638640814]",12,23
5142,"[0.24041336522669943, 0.7679640719423803]",13,26
5143,"[0.23495664523864845, 0.7704590818452445]",14,27
5144,"[0.22940648825677026, 0.7729540918899336]",15,29
5145,"[0.22374420690885577, 0.7749500998264075]",16,34
5146,"[0.21796980116834863, 0.7769461078337938]",18,35
5147,"[0.21210195843401428, 0.777944111837487]",19,37
5148,"[0.2061406787191309, 0.7784431138038773]",20,38
5149,"[0.20004858722616758, 0.7789421157702677]",20,39
5150,"[0.19386305875265528, 0.7789421157702677]",21,41
5151,"[0.18885483629514035, 0.7839321357178212]",22,44
5152,"[0.18614516369988032, 0.799401197597784]",23,45
5153,"[0.18296830617531876, 0.8123752495039703]",24,47
5154,"[0.17932426372145568, 0.8238522954400731]",24,47
5155,"[0.1752504111225438, 0.8338323354060924]",26,51
5156,"[0.1707093735943304, 0.84131736525651]",26,51
5157,"[0.16571983853558092, 0.847305389278669]",27,54
5158,"[0.16026311854752992, 0.8512974052225293]",28,54
5159,"[0.15437658842770832, 0.8537924152672184]",28,54
5160,"[0.15174166542751005, 0.861277445117636]",28,55
5161,"[0.15261997308981676, 0.868762475180791]",30,59
5162,"[0.15245178651420593, 0.8747504990611251]",30,59
5163,"[0.15123710570067767, 0.8792415169004633]",30,59
5164,"[0.14897593063595369, 0.8822355290533677]",30,60
5165,"[0.14564957392126857, 0.8837325349525387]",31,62
5166,"[0.14129541038070959, 0.8837325349525387]",31,62
5167,"[0.1358760651769113, 0.8822355290533677]",31,62
5168,"[0.12941022574847372, 0.8792415169004633]",32,62
5169,"[0.12705561368992252, 0.8802395209750689]",32,62
5170,"[0.12253326356047456, 0.8802395209750689]",32,62
5171,"[0.45933622363913834, 0.562375249592611]",2,2
5172,"[0.4524779488631828, 0.5648702594954752]",2,4
5173,"[0.4450590521773768, 0.5678642715065547]",3,6
5174,"[0.43706084616967655, 0.5713572854840245]",4,7
5175,"[0.4285020182388476, 0.5753493014987973]",5,9
5176,"[0.42050381223114736, 0.576347305431578]",6,11
5177,"[0.41226267005277456, 0.5783433133680518]",7,13
5178,"[0.403984153090149, 0.5803393214463506]",8,14
5179,"[0.3956869487154799, 0.582335329311912]",9,16
5180,"[0.38737105695532353, 0.5843313373902108]",10,19
5181,"[0.3790177903976362, 0.586826347293075]",11,21
5182,"[0.37064583644118354, 0.5888223553004615]",12,23
5183,"[0.3622365077004781, 0.5908183633787603]",13,26
5184,"[0.35380849154772903, 0.5928143713152341]",15,29
5185,"[0.34594109731810874, 0.5928143713152341]",16,31
5186,"[0.33943788309214024, 0.5933133732816245]",17,34
5187,"[0.3327851696760482, 0.5943113772853176]",19,37
5188,"[0.325982957096389, 0.5953093812180983]",19,38
5189,"[0.3190312453266063, 0.596307385292704]",20,39
5190,"[0.3119300343799782, 0.5978043912627875]",22,42
5191,"[0.30467932425650474, 0.5993013973037834]",23,45
5192,"[0.2972978023549514, 0.6012974050984324]",22,44
5193,"[0.2897480938777872, 0.6032934131767312]",25,49
5194,"[0.2830953804749734, 0.605788423150508]",26,50
5195,"[0.2759194199465617, 0.6082834331951971]",27,52
5196,"[0.2687060846206192, 0.6107784430980613]",28,54
5197,"[0.2614927492946766, 0.6127744511763601]",28,55
5198,"[0.25424203917120314, 0.6142714571464436]",28,55
5199,"[0.24697264164896424, 0.6157684630456147]",28,55
5200,"[0.2396845567279599, 0.6167664671202203]",30,59
5201,"[0.2323777844214683, 0.6172654690866107]",30,59
5202,"[0.22503363731744586, 0.6172654690866107]",30,60
5203,"[0.219053670203797, 0.6172654690866107]",30,62
5204,"[0.21273732993892658, 0.6172654690866107]",32,62
5205,"[0.2066452384459633, 0.6172654690866107]",32,62
5206,"[0.20077739572490713, 0.616267465012005]",32,62
5207,"[0.19515248916124533, 0.6152694610792243]",32,62
5208,"[0.40136791747543804, 0.48203592818171653]",8,2
5209,"[0.39402377037141556, 0.48203592818171653]",2,2
5210,"[0.3864927492930168, 0.48403193611819045]",2,2
5211,"[0.37898041560010537, 0.48602794412557676]",2,2
5212,"[0.3714680819204721, 0.48802395220387557]",2,3
5213,"[0.3639557482408388, 0.49001996014034943]",3,6
5214,"[0.35644341456120554, 0.4915169660395205]",3,6
5215,"[0.3489497682803377, 0.4935129741178193]",4,8
5216,"[0.3414374345874262, 0.4950099800879028]",6,10
5217,"[0.3339437883065584, 0.49650698598707393]",6,12
5218,"[0.32628195545007976, 0.4895209581739591]",7,14
5219,"[0.31912468230715535, 0.48802395220387557]",8,16
5220,"[0.3119674091775091, 0.4865269460210547]",9,17
5221,"[0.3047914486490974, 0.4855289421591864]",10,20
5222,"[0.29761548810740757, 0.48502994019279605]",11,22
5223,"[0.29042084018023046, 0.48502994019279605]",12,23
5224,"[0.2832261922530533, 0.48502994019279605]",13,25
5225,"[0.27601285692711075, 0.48602794412557676]",14,28
5226,"[0.26879952160116816, 0.4870259481292699]",15,29
5227,"[0.26182912243262, 0.4875249500956603]",16,32
5228,"[0.25519509642857163, 0.4855289421591864]",17,34
5229,"[0.2486731947905595, 0.4845309382264057]",19,37
5230,"[0.2422447301463746, 0.48403193611819045]",19,37
5231,"[0.23592838989478238, 0.48403193611819045]",20,39
5232,"[0.2296867992249737, 0.48502994019279605]",21,40
5233,"[0.2235386455357141, 0.4870259481292699]",22,44
5234,"[0.21750261623904713, 0.49001996014034943]",23,45
5235,"[0.2115600239229292, 0.4935129741178193]",24,47
5236,"[0.20700029899595035, 0.5044910179457068]",24,48
5237,"[0.203655254895778, 0.514471057911726]",26,51
5238,"[0.20004858722616758, 0.5234530938740521]",27,52
5239,"[0.1961802960136756, 0.5329341317318561]",27,54
5240,"[0.19201300642093647, 0.5414171656568794]",27,54
5241,"[0.18760278068408118, 0.5499001995819026]",28,55
5242,"[0.18289355658025697, 0.5583832335069259]",28,55
5243,"[0.17792270892027295, 0.5663672654655587]",29,57
5244,"[0.17267155030536366, 0.5743512974241917]",30,58
5245,"[0.1689527582564388, 0.5848303393566012]",30,59
5246,"[0.16519659142326126, 0.5923153692070189]",30,59
5247,"[0.1615899237536509, 0.5993013973037834]",30,59
5248,"[0.15813275527416407, 0.605788423150508]",31,61
5249,"[0.1548250859582444, 0.6112774450644517]",31,61
5250,"[0.15166691583244826, 0.6157684630456147]",32,62
5251,"[0.14865824488349752, 0.6197604791312998]",32,62
5252,"[0.1457990730981139, 0.6232534930378573]",31,62
5253,"[0.14308940050285388, 0.625748503011634]",32,63
5254,"[0.4730153984067967, 0.5284431138216055]",2,2
5255,"[0.4675026162357276, 0.5334331336982464]",2,2
5256,"[0.4616534609001587, 0.5379241516794094]",2,2
5257,"[0.4554492450278809, 0.542415169731485]",2,2
5258,"[0.448927343403147, 0.5459081836380424]",2,3
5259,"[0.44206906861391326, 0.5494011976155122]",2,4
5260,"[0.43487442068673615, 0.5523952096265917]",4,6
5261,"[0.42734339960833745, 0.5553892216376712]",4,7
5262,"[0.41945731797995167, 0.5573852295741452]",6,11
5263,"[0.4117767977247076, 0.5618762474843957]",6,11
5264,"[0.40321796979387864, 0.5673652693983394]",7,14
5265,"[0.39490207803372224, 0.5723552893458929]",9,16
5266,"[0.38681043504547297, 0.5758483034651876]",9,17
5267,"[0.3789617282146181, 0.5788423153344422]",10,20
5268,"[0.37133727014239215, 0.580838323412741]",11,22
5269,"[0.3639557482408388, 0.582335329311912]",12,23
5270,"[0.35679847511119256, 0.582335329311912]",14,26
5271,"[0.3498841381389407, 0.5818363273455217]",15,29
5272,"[0.34158693376427157, 0.585329341393904]",16,32
5273,"[0.3346165346090016, 0.5888223553004615]",17,34
5274,"[0.32753401106113894, 0.5918163672406285]",19,34
5275,"[0.32032067573519635, 0.5943113772853176]",19,38
5276,"[0.31301390341542656, 0.596307385292704]",20,39
5277,"[0.30559500672962053, 0.5983033932291778]",21,42
5278,"[0.29804529825245635, 0.6002994012365642]",23,44
5279,"[0.290402152781465, 0.6012974050984324]",23,45
5280,"[0.28262819554567187, 0.602295409173038]",24,48
5281,"[0.27597548212957984, 0.605788423150508]",25,48
5282,"[0.26934145612553145, 0.6112774450644517]",26,51
5283,"[0.2627074301082049, 0.616267465012005]",26,51
5284,"[0.2560734040908783, 0.6202594810267777]",28,55
5285,"[0.24945806548559535, 0.6232534930378573]",28,55
5286,"[0.24286141426579966, 0.6262475049780243]",28,55
5287,"[0.23626476304600397, 0.6277445110899327]",29,57
5288,"[0.22966811182620828, 0.6287425150227134]",30,58
5289,"[0.223090148005178, 0.6292415169181913]",30,60
5290,"[0.21752130362453437, 0.6312375249255777]",31,61
5291,"[0.21567125130609377, 0.6342315369366572]",31,62
5292,"[0.21355957541821516, 0.6357285429067407]",31,62
5293,"[0.21116758857541126, 0.6372255489477366]",31,62
5294,"[0.208532665575213, 0.6372255489477366]",32,63
5295,"[0.4752578860727552, 0.5439121755597436]",2,3
5296,"[0.46724099266628955, 0.5499001995819026]",2,2
5297,"[0.4592240992598239, 0.5553892216376712]",2,3
5298,"[0.45122589325212364, 0.5603792415852246]",3,5
5299,"[0.44324637464318883, 0.565369261532778]",4,6
5300,"[0.4352668560342541, 0.5703592815512438]",6,8
5301,"[0.42696965165958495, 0.5698602794430285]",6,11
5302,"[0.4182052623688925, 0.5713572854840245]",7,14
5303,"[0.40923531170505834, 0.5738522953868888]",9,17
5304,"[0.4000224248705516, 0.576347305431578]",11,20
5305,"[0.3906039766761814, 0.5788423153344422]",12,22
5306,"[0.38096127970990407, 0.582335329311912]",12,23
5307,"[0.3710943339849978, 0.5863273453266847]",14,27
5308,"[0.3610031394749062, 0.5908183633787603]",15,29
5309,"[0.35068769621946383, 0.5953093812180983]",17,32
5310,"[0.34169905815686424, 0.5968063872590943]",18,34
5311,"[0.3325796083161847, 0.5988023951955682]",19,37
5312,"[0.32351622065852337, 0.6012974050984324]",20,39
5313,"[0.31450889519715836, 0.6047904192177272]",22,42
5314,"[0.30552025713455877, 0.6082834331951971]",23,45
5315,"[0.2965876812682555, 0.6127744511763601]",23,46
5316,"[0.2877111675849704, 0.6177644711239135]",24,47
5317,"[0.2788720286992161, 0.6232534930378573]",25,48
5318,"[0.2700702646109928, 0.6292415169181913]",26,51
5319,"[0.26145537449714573, 0.6387225549178203]",28,54
5320,"[0.25340110629314916, 0.6467065868764531]",28,55
5321,"[0.24551502466476338, 0.6556886227678668]",28,55
5322,"[0.23781581701075385, 0.6651696607674956]",31,60
5323,"[0.23030348333112058, 0.6756487026289927]",30,58
5324,"[0.22297802362586355, 0.6866267464568803]",30,59
5325,"[0.21582075048293914, 0.6986027943593733]",30,59
5326,"[0.20885035132766913, 0.7110778443700817]",31,62
5327,"[0.20204813873473176, 0.7245508982426584]",32,62
5328,"[0.1969464792966678, 0.7190618763287147]",31,62
5329,"[0.19356406039896457, 0.6991017964675886]",32,63
5330,"[0.18973314397072524, 0.6841317365540159]",32,63
5331,"[0.4880587531781069, 0.5289421157879959]",8,15
5332,"[0.48235909701938334, 0.5319361277990754]",2,2
5333,"[0.4763417551214818, 0.5349301396683299]",2,3
5334,"[0.4702496636285185, 0.5379241516794094]",2,3
5335,"[0.46412019733802434, 0.540918163690489]",2,2
5336,"[0.4579159814657466, 0.5439121755597436]",2,3
5337,"[0.4516557033971725, 0.546906187712648]",3,5
5338,"[0.44533936313230205, 0.5503992016901178]",3,6
5339,"[0.43894827328564806, 0.5533932135593724]",3,5
5340,"[0.4325198086414631, 0.5568862276077547]",4,7
5341,"[0.42706308865341214, 0.5558882236040615]",6,11
5342,"[0.41990581552376594, 0.5673652693983394]",7,14
5343,"[0.4126924801845452, 0.5773453093643587]",7,13
5344,"[0.4054417700743499, 0.5858283433602943]",8,16
5345,"[0.3981349977545801, 0.5923153692070189]",9,17
5346,"[0.3907721632517922, 0.5968063872590943]",9,17
5347,"[0.3833719539514734, 0.6002994012365642]",11,20
5348,"[0.37591568246813645, 0.6012974050984324]",11,21
5349,"[0.36842203617399044, 0.6012974050984324]",12,22
5350,"[0.36249813125663793, 0.6012974050984324]",13,26
5351,"[0.3555090447026025, 0.6017964072066477]",14,27
5352,"[0.34876289430596147, 0.6017964072066477]",15,29
5353,"[0.34224099266794933, 0.602295409173038]",15,29
5354,"[0.33598071459937523, 0.6017964072066477]",16,31
5355,"[0.32994468530270826, 0.6012974050984324]",17,34
5356,"[0.3241515921634357, 0.6002994012365642]",18,36
5357,"[0.3186014351948357, 0.5993013973037834]",20,38
5358,"[0.31329421438363003, 0.5978043912627875]",20,39
5359,"[0.3059687546650948, 0.5978043912627875]",20,39
5360,"[0.29955897741967535, 0.6052894211841175]",22,42
5361,"[0.29324263716808313, 0.6117764471017545]",22,44
5362,"[0.28701973388376173, 0.6182634730903038]",23,45
5363,"[0.28089026760654573, 0.624251496970638]",24,47
5364,"[0.2748542382966006, 0.6297405188845817]",25,48
5365,"[0.26891164598048267, 0.6352295409403503]",25,49
5366,"[0.2630624906581919, 0.639720558850601]",26,51
5367,"[0.2573067723164502, 0.6437125748653736]",26,51
5368,"[0.25164449095525754, 0.6472055888428435]",27,53
5369,"[0.2454776498672325, 0.6531936128650024]",28,55
5370,"[0.2395163701523491, 0.6586826347789462]",28,55
5371,"[0.23377933920937286, 0.66417165669289]",29,57
5372,"[0.22826655703830373, 0.6686626746031405]",30,58
5373,"[0.22294064881505446, 0.6731536925843036]",30,59
5374,"[0.21783898939026872, 0.6771457086699887]",30,60
5375,"[0.2129615787108337, 0.6811377245429365]",31,62
5376,"[0.2082897294045404, 0.6846307385204063]",30,62
5377,"[0.20292644639703844, 0.6861277445614024]",31,62
5378,"[0.2024031992847188, 0.6916167664753461]",31,62
5379,"[0.20137539243228855, 0.6961077844565091]",32,62
5380,"[0.1998804006505568, 0.6991017964675886]",26,51
5381,"[0.41719614291522766, 0.4895209581739591]",2,2
5382,"[0.4102444311587231, 0.49301397215142895]",2,2
5383,"[0.4032927193889404, 0.49650698598707393]",2,3
5384,"[0.3963596950179231, 0.5000000000354562]",1,2
5385,"[0.38940798324814035, 0.5029940120465357]",2,4
5386,"[0.3824749588904013, 0.5064870258821806]",2,4
5387,"[0.37528031094994596, 0.5084830339604794]",4,6
5388,"[0.37073927343501073, 0.5189620758928891]",4,6
5389,"[0.3657310509774958, 0.5279441117843027]",6,11
5390,"[0.3602369561919139, 0.5354291417765452]",6,11
5391,"[0.3543130512745615, 0.5419161677650945]",6,11
5392,"[0.347903274029142, 0.546906187712648]",7,13
5393,"[0.34102631185442106, 0.5508982036565082]",8,16
5394,"[0.333700852149164, 0.5533932135593724]",9,17
5395,"[0.32590820750132726, 0.5548902195294559]",10,19
5396,"[0.31959186723645683, 0.5543912175630656]",11,21
5397,"[0.31258409328365594, 0.5548902195294559]",12,22
5398,"[0.30568844371016957, 0.5548902195294559]",12,24
5399,"[0.2988862311305104, 0.5543912175630656]",14,27
5400,"[0.29219614291688745, 0.5533932135593724]",14,28
5401,"[0.28559949169709176, 0.5523952096265917]",15,29
5402,"[0.27911496486988874, 0.5508982036565082]",17,33
5403,"[0.27274256240872197, 0.5489021955782094]",17,34
5404,"[0.2664635969546606, 0.546906187712648]",19,37
5405,"[0.25979219613980314, 0.545409181671652]",20,39
5406,"[0.25355060546999447, 0.5444111776679588]",20,39
5407,"[0.24732770219895128, 0.5444111776679588]",22,43
5408,"[0.24116086111092622, 0.545409181671652]",28,54
5409,"[0.2350127074349448, 0.5479041916454287]",23,45
5410,"[0.2289206159419815, 0.5518962076602013]",24,46
5411,"[0.22286589923327088, 0.556387225570452]",24,48
5412,"[0.21682986993660391, 0.5628742515590013]",25,48
5413,"[0.2108499028229551, 0.5698602794430285]",26,52
5414,"[0.20511287187997884, 0.576347305431578]",26,51
5415,"[0.19909552996879912, 0.5833333333156052]",28,54
5416,"[0.19322768724774297, 0.5898203593041546]",28,55
5417,"[0.18749065630476672, 0.596307385292704]",28,55
5418,"[0.18186574974110492, 0.602295409173038]",30,59
5419,"[0.1763903423542885, 0.6082834331951971]",28,55
5420,"[0.17106443414431743, 0.6137724551091408]",30,60
5421,"[0.16585065031366084, 0.6197604791312998]",30,59
5422,"[0.16076767827436234, 0.6247504990788532]",30,60
5423,"[0.15626401554367983, 0.6277445110899327]",31,61
5424,"[0.15559126924123662, 0.639720558850601]",32,63
5425,"[0.1545260876045537, 0.6501996008539229]",32,62
5426,"[0.1530684706203528, 0.6586826347789462]",32,62
5427,"[0.15123710570067767, 0.6656686627338859]",32,62
5428,"[0.14901330542020635, 0.6711576846478297]",31,62
5429,"[0.46170952309645497, 0.48602794412557676]",8,2
5430,"[0.4546269995485923, 0.48902195606574383]",2,2
5431,"[0.4476752877788096, 0.49201596807682335]",2,2
5432,"[0.440854387800385, 0.4950099800879028]",2,2
5433,"[0.4341829869855275, 0.49800399209898233]",2,4
5434,"[0.42810958289132967, 0.49900199603176304]",2,4
5435,"[0.4235311705788635, 0.5029940120465357]",3,6
5436,"[0.41831738674820695, 0.5064870258821806]",4,7
5437,"[0.41243085662838536, 0.5099800398596506]",5,8
5438,"[0.405890267604886, 0.512974052012555]",5,9
5439,"[0.3987143070631961, 0.5164670658481999]",6,11
5440,"[0.39086560023234124, 0.5194610778592794]",7,13
5441,"[0.3823628344978086, 0.5224550898703589]",8,15
5442,"[0.37322469725836366, 0.5249500997732232]",9,17
5443,"[0.36716998056293126, 0.5279441117843027]",10,20
5444,"[0.3599940200345196, 0.5299401197207766]",11,21
5445,"[0.3530236208659714, 0.5309381237953822]",12,22
5446,"[0.3462214082863122, 0.5319361277990754]",13,26
5447,"[0.33960606966775103, 0.5329341317318561]",14,27
5448,"[0.33317760502356614, 0.5329341317318561]",15,29
5449,"[0.3269360143537575, 0.5329341317318561]",17,32
5450,"[0.32086261025955964, 0.5324351297654657]",17,34
5451,"[0.3149947675252253, 0.5314371257617725]",19,37
5452,"[0.3090148004115765, 0.5319361277990754]",20,38
5453,"[0.30273583494423695, 0.5309381237953822]",20,39
5454,"[0.2963634324963484, 0.5309381237953822]",22,42
5455,"[0.2898975930679108, 0.5304391218289918]",23,44
5456,"[0.2833383166323678, 0.5309381237953822]",23,45
5457,"[0.2767042906283194, 0.5314371257617725]",24,48
5458,"[0.26995814023167836, 0.5324351297654657]",25,49
5459,"[0.26313724023997553, 0.5334331336982464]",26,51
5460,"[0.2562229032677237, 0.5349301396683299]",27,54
5461,"[0.2487666317843867, 0.5364271457093259]",28,55
5462,"[0.24198310659021477, 0.5374251497130191]",27,53
5463,"[0.23529301838987005, 0.5389221556121901]",28,55
5464,"[0.22867767977130893, 0.5399201596867957]",29,57
5465,"[0.22213709074780955, 0.5414171656568794]",30,60
5466,"[0.21567125130609377, 0.5429141716978753]",30,59
5467,"[0.20928016145943976, 0.5444111776679588]",31,62
5468,"[0.20296382119456932, 0.5464071856044327]",32,63
5469,"[0.19672223052476068, 0.5479041916454287]",31,62
5470,"[0.1907609508098773, 0.548403193611819]",32,62
5471,"[0.18855583794144964, 0.5494011976155122]",32,62
5472,"[0.46455000746979497, 0.2539920159970446]",8,15
5473,"[0.4564957392657984, 0.2594810379109883]",2,2
5474,"[0.44816116010687657, 0.26546906186223485]",2,2
5475,"[0.44021901629547266, 0.27245508988808703]",2,2
5476,"[0.43194049931956896, 0.27644710583194726]",2,4
5477,"[0.42356854537639443, 0.28043912170489504]",3,6
5478,"[0.4150844670273491, 0.2839321356823649]",4,7
5479,"[0.40650695171103285, 0.2874251498016597]",6,11
5480,"[0.39781731200212395, 0.29041916167091425]",6,10
5481,"[0.38903423531266607, 0.2929141717156034]",7,13
5482,"[0.38015772162938094, 0.29540918161846763]",9,17
5483,"[0.37116908356678135, 0.2979041916631568]",10,19
5484,"[0.36083495289929535, 0.3038922155434909]",11,22
5485,"[0.3530049334804841, 0.3028942116107102]",12,23
5486,"[0.345287038414431, 0.301896207607017]",14,26
5487,"[0.33766258035548324, 0.3008982036742363]",15,28
5488,"[0.33013155927708454, 0.29990019959963066]",16,31
5489,"[0.3226939751792348, 0.29940119756232786]",17,34
5490,"[0.31536851547397776, 0.2989021955959375]",19,36
5491,"[0.3081364927492698, 0.29840319362954715]",20,39
5492,"[0.3009979070051108, 0.29840319362954715]",21,40
5493,"[0.2924951412705782, 0.29990019959963066]",22,43
5494,"[0.28399237553604556, 0.3068862275545704]",23,45
5495,"[0.27567648377588916, 0.3133732535431198]",25,49
5496,"[0.26756615338887446, 0.3198602794607567]",25,49
5497,"[0.25962400956419235, 0.32634730544930607]",22,54
5498,"[0.2518687397138865, 0.3328343312960305]",29,57
5499,"[0.24430034385123509, 0.33882235531818955]",27,53
5500,"[0.23691882194968172, 0.3448103793403485]",29,57
5501,"[0.2297241740092264, 0.35029940125429226]",28,55
5502,"[0.22221184032959312, 0.35578842316823606]",30,59
5503,"[0.21520406637679226, 0.36377245512686895]",29,58
5504,"[0.208364478986324, 0.371257485048199]",31,61
5505,"[0.2017304529822756, 0.3782435130740512]",31,62
5506,"[0.19528330095260346, 0.38473053892077563]",32,63
5507,"[0.18902302287075115, 0.3902195608347194]",32,63
5508,"[0.1829496187765533, 0.3952095807822728]",32,63
5509,"[0.5609769771192902, 0.23103792412483906]",2,2
5510,"[0.5528292719347446, 0.23502994021052417]",8,15
5511,"[0.5446628793514335, 0.23852295418799402]",2,2
5512,"[0.5364964867681226, 0.24151696605724862]",2,3
5513,"[0.5282927193872806, 0.24451097806832814]",2,3
5514,"[0.5198086410515135, 0.24999999998227188]",3,6
5515,"[0.5117543728475169, 0.25099800398596506]",4,6
5516,"[0.5035132306691441, 0.252495010026961]",4,8
5517,"[0.4950852145296732, 0.2549900199298253]",6,11
5518,"[0.48648901181459153, 0.2579840319409048]",7,13
5519,"[0.4777246225106209, 0.2614770459183746]",8,14
5520,"[0.4687733592455522, 0.26546906186223485]",9,17
5521,"[0.45963522200610724, 0.26996007984339787]",10,19
5522,"[0.45034758558981697, 0.2749500997909513]",12,22
5523,"[0.44148975930529727, 0.2784431137684211]",13,26
5524,"[0.43354761549389337, 0.2789421158766364]",14,28
5525,"[0.42568022125099486, 0.2789421158766364]",15,29
5526,"[0.4178502018189054, 0.27944111777211433]",17,32
5527,"[0.4100949319818778, 0.27944111777211433]",17,34
5528,"[0.40239572432786824, 0.27944111777211433]",19,37
5529,"[0.39475257885687687, 0.2799401197385047]",20,39
5530,"[0.38716549558218183, 0.2799401197385047]",21,41
5531,"[0.3796344745037831, 0.2799401197385047]",22,42
5532,"[0.37245851397537144, 0.27794411180203077]",23,45
5533,"[0.3648340559164237, 0.2839321356823649]",25,49
5534,"[0.3573590970210431, 0.2899201597045239]",25,49
5535,"[0.3500336373157861, 0.2949101796520773]",26,51
5536,"[0.34287636417286166, 0.29940119756232786]",27,54
5537,"[0.33586859022006077, 0.30339321357710053]",28,54
5538,"[0.32901031544410525, 0.30738522966278564]",29,57
5539,"[0.3223202272304823, 0.3103792415320403]",28,55
5540,"[0.31577963820698296, 0.31287425157672943]",29,57
5541,"[0.3105097921933082, 0.3133732535431198]",29,58
5542,"[0.30589400508331127, 0.31387225550951015]",30,59
5543,"[0.30103528180264166, 0.3133732535431198]",31,62
5544,"[0.2959896845608741, 0.31287425157672943]",32,62
5545,"[0.29070115114843387, 0.3118762475021238]",32,63
5546,"[0.6308117805297392, 0.16417165665743375]",8,15
5547,"[0.623523695622013, 0.1696606785713775]",8,15
5548,"[0.6163103602960704, 0.1746506985189309]",2,2
5549,"[0.6091904619506769, 0.17914171657100636]",2,2
5550,"[0.6021266258015797, 0.18313373258577903]",2,2
5551,"[0.5951562266330315, 0.1866267465632489]",2,2
5552,"[0.5882605770595452, 0.19011976054071877]",2,6
5553,"[0.581420989682355, 0.192614770443583]",4,6
5554,"[0.5724323516197555, 0.20009980043582554]",4,6
5555,"[0.5654058902681891, 0.20009980043582554]",5,8
5556,"[0.5583233667203265, 0.20009980043582554]",6,11
5557,"[0.5511847809761675, 0.20009980043582554]",6,11
5558,"[0.5439901330489904, 0.20009980043582554]",7,14
5559,"[0.5367394229255169, 0.20009980043582554]",8,16
5560,"[0.5294139632202599, 0.20009980043582554]",9,16
5561,"[0.5220324413187065, 0.2005988024022159]",10,20
5562,"[0.5145948572208568, 0.2005988024022159]",11,22
5563,"[0.5067274629912365, 0.20758483035715564]",12,22
5564,"[0.49968231424090476, 0.21007984040184477]",14,26
5565,"[0.49265585288933844, 0.21207584833831866]",15,29
5566,"[0.4856293915377721, 0.21357285430840217]",15,29
5567,"[0.4786029301862058, 0.21506986034939815]",17,32
5568,"[0.4715951562201267, 0.2155688623157885]",18,35
5569,"[0.4645873822673258, 0.2160678642821789]",19,38
5570,"[0.457579608314525, 0.2160678642821789]",20,39
5571,"[0.4505718343484459, 0.21506986034939815]",21,42
5572,"[0.4437696217687867, 0.21806387221865275]",22,43
5573,"[0.43668709822092405, 0.22205588823342542]",23,45
5574,"[0.42945507549621603, 0.22604790417728565]",25,48
5575,"[0.42211092839219355, 0.23003992026297077]",25,49
