index,unit2_pos,unit1_beam_32,unit1_beam_64
573,"[0.5664897593036375, 0.602295409173038]",32,62
3469,"[0.4877223800268853, 0.827345309417543]",7,14
4442,"[0.4574674839219323, 0.22205588823342542]",15,29
3452,"[0.3619748841443183, 0.7884231536280717]",31,62
2482,"[0.30623037823453286, 0.514471057911726]",4,7
155,"[0.8164150097185344, 0.5988023951955682]",2,2
477,"[0.7662019733918617, 0.6292415169181913]",8,14
3807,"[0.4855733293414758, 0.585329341393904]",7,14
5602,"[0.48736731947689826, 0.3443113772321333]",8,15
1691,"[0.7136530124054032, 0.791916167676454]",26,51
279,"[0.6840708626028935, 0.6711576846478297]",21,42
5654,"[0.4203916878385547, 0.2809381238131103]",19,37
5230,"[0.2422447301463746, 0.48403193611819045]",19,37
5918,"[0.3072394976749194, 0.2055888223497693]",30,60
1088,"[0.4531693825643915, 0.5688622754393354]",28,55
4624,"[0.6799409478209635, 0.3837325349879949]",2,2
383,"[0.7749289878850233, 0.6891217565015694]",5,10
1100,"[0.629073852590613, 0.7574850300099707]",2,3
3159,"[0.4469277918945828, 0.6696606786068338]",19,36
3835,"[0.29438256839982785, 0.6307385229591873]",31,62
2531,"[0.289822843472849, 0.5034930140129261]",6,12
4531,"[0.39288383913967084, 0.39071856294293467]",19,40
4778,"[0.44335849902250335, 0.3253493013747004]",17,33
3081,"[0.5217521303637812, 0.6986027943593733]",28,55
919,"[0.954701749137015, 0.5184630739264987]",3,6
208,"[0.6547503363698217, 0.5668662674319491]",23,46
5045,"[0.49097398714650864, 0.5049900199120971]",6,11
3730,"[0.4636343250099574, 0.8542914172336087]",9,17
5191,"[0.30467932425650474, 0.5993013973037834]",23,45
3288,"[0.559500672749602, 0.6417165669288997]",9,17
298,"[0.8261885184628917, 0.6317365269628805]",2,3
5572,"[0.4437696217687867, 0.21806387221865275]",22,43
528,"[0.7671550306492302, 0.6636726546555871]",6,11
5352,"[0.34876289430596147, 0.6017964072066477]",15,29
443,"[0.643313649268122, 0.5229540919076617]",23,46
2121,"[0.5199581402283587, 0.8677644711061854]",17,33
1139,"[0.37595305725238914, 0.7954091816539238]",32,62
5739,"[0.40407759007069805, 0.2939121756483841]",17,33
3398,"[0.391519659136019, 0.738023952115235]",26,51
2780,"[0.6010240693673659, 0.7784431138038773]",6,11
3299,"[0.47910748989976, 0.6526946107567873]",20,40
2375,"[0.4579159814657466, 0.739520958156231]",30,59
3473,"[0.45636492748771845, 0.8338323354060924]",12,22
4766,"[0.5385521004597048, 0.3008982036742363]",6,11
5892,"[0.5246113021358867, 0.14820359281108042]",6,11
1837,"[0.7350874570100893, 0.6881237524978762]",7,14
2454,"[0.24301091344264503, 0.777944111837487]",23,44
4357,"[0.4444423680712299, 0.44361277442954805]",17,34
2009,"[0.7301166093501053, 0.8283433133503237]",4,8
3508,"[0.5856256540593469, 0.8582834331065565]",4,6
48,"[0.8031282702851158, 0.6182634730903038]",2,2
2202,"[0.6729518612669281, 0.8248502995146788]",2,4
4000,"[0.5356181790925376, 0.5843313373902108]",14,28
398,"[0.6714568694851962, 0.6881237524978762]",20,39
1508,"[0.6325870832663962, 0.6457085828727599]",32,63
3191,"[0.493571535349176, 0.8592814371811621]",6,11
2613,"[0.7709298848811732, 0.7360279440369362]",9,17
4300,"[0.5846725968019784, 0.5583832335069259]",2,4
4913,"[0.40134923007667256, 0.4950099800879028]",31,62
4568,"[0.6866310360213081, 0.3812375249433058]",19,37
3499,"[0.28774854238250125, 0.8512974052225293]",31,62
5278,"[0.29804529825245635, 0.6002994012365642]",23,44
987,"[0.6690275078448615, 0.4800399201743302]",20,40
5667,"[0.3215540439474901, 0.3303393213931663]",30,60
5437,"[0.41243085662838536, 0.5099800398596506]",5,8
1435,"[0.896752130358802, 0.6182634730903038]",4,7
2533,"[0.2760315443258762, 0.5044910179457068]",8,15
5547,"[0.623523695622013, 0.1696606785713775]",8,15
238,"[0.7058043055745484, 0.586826347293075]",15,29
2120,"[0.5243683659652141, 0.867265469139795]",15,29
2287,"[0.44814247270811114, 0.8617764470840263]",30,58
5652,"[0.4362572880891534, 0.27794411180203077]",16,31
3186,"[0.5250037374834046, 0.8547904191999991]",2,4
1105,"[0.5941657945914104, 0.7659680638640814]",5,8
3595,"[0.5499140379663429, 0.6866267464568803]",2,3
803,"[0.4096838092355944, 0.8053892216199431]",31,62
5117,"[0.16327178950975887, 0.8093812375638033]",30,58
5708,"[0.2496823142442243, 0.3592814371457059]",30,59
4691,"[0.4904133652233799, 0.34131736536287866]",22,42
3756,"[0.2572507101201539, 0.8782435129676825]",31,62
4044,"[0.36608611151420467, 0.7375249501488447]",24,48
1738,"[0.5904096277449546, 0.8522954092262224]",31,62
4302,"[0.5702085513525623, 0.5643712575290848]",4,8
3423,"[0.5568470623373601, 0.782934131714128]",7,13
5211,"[0.37898041560010537, 0.48602794412557676]",2,2
4166,"[0.5578374943922595, 0.6452095809063696]",8,14
35,"[0.7144191956883955, 0.6531936128650024]",28,55
2246,"[0.6649162804616969, 0.8463073852749758]",2,4
2897,"[0.6808192554965483, 0.8253493014810691]",30,59
5215,"[0.3489497682803377, 0.4935129741178193]",4,8
3917,"[0.3408394378800448, 0.8083832334891977]",28,55
565,"[0.5961279712891654, 0.6172654690866107]",30,60
4917,"[0.37957841232076495, 0.47754491012964106]",32,62
75,"[0.5941657945914104, 0.6262475049780243]",29,57
856,"[0.4051801465049119, 0.6971057883892898]",31,62
310,"[0.7038608162622806, 0.6506986028203133]",17,33
3582,"[0.4148415308699547, 0.7450099800701747]",30,59
283,"[0.6450889520047789, 0.6741516966589092]",26,51
4120,"[0.5712737330025235, 0.45459081839926047]",9,16
3270,"[0.4112348632003443, 0.6701596807150489]",32,62
548,"[0.6711391837327401, 0.6407185628542941]",20,39
3600,"[0.518014650916091, 0.6906187625425654]",4,8
5341,"[0.42706308865341214, 0.5558882236040615]",6,11
1571,"[0.8054641949449015, 0.6821357286175421]",14,27
2582,"[0.153647779942247, 0.6117764471017545]",15,29
1159,"[0.503812229036113, 0.5833333333156052]",20,39
1681,"[0.788720287031996, 0.7934131735756251]",17,33
721,"[0.7159141874701273, 0.7674650699759898]",3,6
292,"[0.5832523546153084, 0.6452095809063696]",32,62
541,"[0.7047391239378654, 0.6472055888428435]",14,28
4460,"[0.32314247270977087, 0.23802395207977878]",31,60
2233,"[0.45937359843666925, 0.8408183632901196]",28,55
1037,"[0.6396322320167279, 0.5648702594954752]",24,47
4545,"[0.2915607714119751, 0.3772455089994456]",30,59
1048,"[0.5752915233918608, 0.5643712575290848]",31,62
2923,"[0.6913402601251324, 0.7824351297477375]",15,29
5260,"[0.43487442068673615, 0.5523952096265917]",4,6
2316,"[0.5842427866569295, 0.6651696607674956]",19,37
4178,"[0.458869038723115, 0.6526946107567873]",20,39
61,"[0.7084579159735122, 0.620758482993168]",13,26
1600,"[0.9305202571395381, 0.6566866268424724]",2,2
5940,"[0.4652788159685345, 0.026447105849675374]",14,27
1190,"[0.6383801764056688, 0.7844311376842115]",8,16
4829,"[0.4266893407046597, 0.4276447106541072]",27,54
4396,"[0.5321049484167545, 0.3532934132653718]",11,21
5492,"[0.3009979070051108, 0.29840319362954715]",21,40
2444,"[0.3236470324366033, 0.7799401198448733]",12,23
2950,"[0.7580355807952724, 0.5508982036565082]",2,2
536,"[0.728023620860992, 0.6521956087903968]",11,20
4740,"[0.42672671550219055, 0.36177644704857015]",25,48
5335,"[0.46412019733802434, 0.540918163690489]",2,2
5331,"[0.4880587531781069, 0.5289421157879959]",8,15
3283,"[0.592427866639006, 0.6317365269628805]",6,11
4045,"[0.3582000298990971, 0.738023952115235]",25,49
582,"[0.7996524144068635, 0.6861277445614024]",3,6
3925,"[0.304866198230881, 0.8268463073802402]",31,62
196,"[0.773807744052044, 0.5543912175630656]",7,13
1264,"[0.6693638809960831, 0.6312375249255777]",26,52
173,"[0.6552175212991233, 0.622255489034164]",24,46
3950,"[0.5299745851433886, 0.7544910179279787]",14,27
3276,"[0.6377448049007565, 0.6142714571464436]",2,2
4540,"[0.32460008970724996, 0.38772455093185515]",28,54
2570,"[0.23364852743129294, 0.596307385292704]",3,6
925,"[0.9101696815570223, 0.5204590818629726]",8,16
2751,"[0.5450179399014207, 0.8223552894699896]",28,52
1014,"[0.7792270892425641, 0.5773453093643587]",3,5
4547,"[0.28186201226267965, 0.3742514969883661]",32,62
1174,"[0.6994505905121471, 0.7699600798788542]",2,2
1563,"[0.8638809986524161, 0.6731536925843036]",6,11
2598,"[0.027862909248870898, 0.6182634730903038]",32,62
1642,"[0.7147181940420863, 0.6671656687039694]",27,54
5590,"[0.5728247869672733, 0.30439121750988124]",2,2
5769,"[0.5058865301264607, 0.08532934135844777]",3,6
1431,"[0.9240917924953532, 0.6087824351615875]",2,3
5023,"[0.3975743758447296, 0.5169660678855027]",24,47
3868,"[0.39342577365075593, 0.7789421157702677]",24,47
4326,"[0.38017640902814637, 0.5923153692070189]",28,55
5901,"[0.44732022724210074, 0.1696606785713775]",15,29
3586,"[0.3913140977628773, 0.7504990019841185]",30,60
3445,"[0.40299372103524966, 0.780938123777654]",28,54
3161,"[0.4334354911013007, 0.6686626746031405]",20,39
1240,"[0.7821796980084967, 0.5898203593041546]",11,21
5710,"[0.23559201674356076, 0.36526946109695246]",30,59
416,"[0.563275526981545, 0.6586826347789462]",32,62
4558,"[0.7796008371913166, 0.35678642710101677]",6,11
5565,"[0.49265585288933844, 0.21207584833831866]",15,29
983,"[0.6908917625945963, 0.4800399201743302]",17,34
1165,"[0.4438069965530394, 0.5828343313492148]",28,54
1780,"[0.5398602182670603, 0.7035928143778392]",30,58
5407,"[0.24732770219895128, 0.5444111776679588]",22,43
2879,"[0.7902713410100242, 0.9266467066149577]",16,31
587,"[0.7707803857043278, 0.6811377245429365]",7,13
596,"[0.718567797869091, 0.6761477045953831]",14,27
1812,"[0.7000298998340413, 0.5873253492594654]",20,39
813,"[0.6335401405237646, 0.6811377245429365]",2,2
1950,"[0.54871804455158, 0.6477045909510587]",30,60
5604,"[0.4728098370469332, 0.34530938123582644]",10,19
1168,"[0.4150097174455655, 0.580838323412741]",30,60
1931,"[0.701973389146309, 0.590319361270545]",12,23
221,"[0.543878008669676, 0.5753493014987973]",32,62
1066,"[0.5954178502024695, 0.5518962076602013]",10,19
5856,"[0.4879466287855142, 0.1876247504960296]",10,20
1693,"[0.6986283450461367, 0.7909181636727608]",28,55
4069,"[0.5470361787954721, 0.8947105789222511]",4,7
2908,"[0.8105284795854346, 0.7614770459538309]",2,2
2014,"[0.6972454776437195, 0.8258483034474595]",9,17
3947,"[0.5503064733138608, 0.7539920159615884]",11,21
775,"[0.5667513828597973, 0.8083832334891977]",11,21
306,"[0.7454215876775753, 0.6447105787981543]",11,22
440,"[0.6672335177094391, 0.5204590818629726]",20,39
714,"[0.5250411122676573, 0.594810379251708]",32,62
5453,"[0.30273583494423695, 0.5309381237953822]",20,39
2998,"[0.7087569143272028, 0.6996007984339789]",2,4
4613,"[0.5483816714003584, 0.3448103793403485]",27,54
1025,"[0.7132792644566508, 0.5668662674319491]",12,23
3141,"[0.5562116908324478, 0.6586826347789462]",3,6
1083,"[0.48217222304500706, 0.5638722554208696]",26,51
2728,"[0.7156151891164365, 0.7824351297477375]",8,2
3515,"[0.538383913884094, 0.8797405190086784]",11,20
2294,"[0.41553296457116334, 0.8592814371811621]",31,62
735,"[0.6116945731727953, 0.7739520958227143]",17,34
1675,"[0.8334766033706178, 0.7854291417588171]",10,20
2978,"[0.5594632979520712, 0.5998003992701738]",28,55
4159,"[0.6088727761982208, 0.624251496970638]",2,4
4569,"[0.6769135894732472, 0.38323353302160457]",20,39
4007,"[0.4708476603358999, 0.5953093812180983]",23,46
4815,"[0.49689789205058293, 0.40019960080073863]",12,23
3400,"[0.37763492300849716, 0.7430139721337008]",27,54
2114,"[0.5499514127638737, 0.8652694610614963]",12,22
5261,"[0.42734339960833745, 0.5553892216376712]",4,7
1611,"[0.8733741964418481, 0.659680638711727]",7,13
1644,"[0.7070189863880767, 0.6621756487564161]",28,55
1220,"[0.867244730151354, 0.5758483034651876]",8,15
1605,"[0.9047503363665022, 0.6561876247342571]",3,6
358,"[0.6242711915062398, 0.5673652693983394]",25,49
3261,"[0.4646995066466403, 0.6427145709325929]",28,55
531,"[0.7531207953315848, 0.6591816367453366]",7,13
5109,"[0.1978621617565054, 0.7684630739087706]",25,48
5737,"[0.41454253251626394, 0.2929141717156034]",15,28
1094,"[0.4202048138774566, 0.5698602794430285]",31,62
1766,"[0.6261212438246804, 0.7115768463364721]",19,36
4609,"[0.5839064135057079, 0.3353293413407197]",23,45
2445,"[0.31592913738382833, 0.7789421157702677]",14,27
1936,"[0.6613843623871483, 0.6072854291205915]",18,34
986,"[0.6745589774279742, 0.47954091820793987]",20,39
4833,"[0.40575945582680606, 0.4356287426127401]",29,57
3746,"[0.3272723875049791, 0.8677644711061854]",26,51
4727,"[0.5222753774893791, 0.3488023952132963]",11,22
5793,"[0.32779563461729877, 0.124750499043397]",30,58
2999,"[0.7046083121465073, 0.7005988024376721]",3,4
2338,"[0.7078972940636615, 0.6951097805237284]",8,2
5832,"[0.35001494990374243, 0.4416167664930742]",27,53
5420,"[0.17106443414431743, 0.6137724551091408]",30,60
5051,"[0.4415271341028282, 0.5169660678855027]",11,22
3128,"[0.41228135745154, 0.8318363273277936]",32,62
4220,"[0.43005307220359745, 0.6092814371988903]",17,33
5021,"[0.41084242786610453, 0.5114770459006466]",22,44
1289,"[0.8304492450229016, 0.7120758483028624]",4,7
3287,"[0.5661907609499468, 0.639720558850601]",8,16
138,"[0.6120683211215477, 0.6177644711239135]",23,45
974,"[0.7406563013907329, 0.47754491012964106]",9,17
5282,"[0.26934145612553145, 0.6112774450644517]",26,51
1649,"[0.6910412617714417, 0.6452095809063696]",30,59
3345,"[0.4864329496182952, 0.6811377245429365]",19,34
3408,"[0.32790775900989144, 0.7634730538903047]",31,62
616,"[0.6083308416738574, 0.6536926148313928]",28,55
4475,"[0.5017753027300179, 0.3562874251346264]",6,11
5957,"[0.33708327103358904, 0.05688622757229852]",30,59
1859,"[0.5740768425783326, 0.7045908183815324]",28,55
4958,"[0.3780460457415023, 0.5319361277990754]",31,61
5074,"[0.2746860517209898, 0.5459081836380424]",31,62
4202,"[0.5605097921899886, 0.5678642715065547]",2,2
1712,"[0.8088092390450738, 0.8837325349525387]",6,11
2269,"[0.5343661234814785, 0.8582834331065565]",15,29
5812,"[0.5175100911892586, 0.38922155690193866]",8,15
5747,"[0.3468194049936936, 0.3098802395656499]",24,47
2425,"[0.29585887276951595, 0.7624750500284365]",32,62
159,"[0.7839923755426846, 0.605788423150508]",5,9
4893,"[0.5492599790626651, 0.4875249500956603]",14,27
4233,"[0.3348407833676305, 0.6202594810267777]",28,54
1367,"[0.7163813723994288, 0.7035928143778392]",24,47
415,"[0.5683024368378254, 0.6616766467900257]",31,62
2774,"[0.6562079533540226, 0.7679640719423803]",2,4
3971,"[0.405983704585435, 0.760978043916528]",28,55
2331,"[0.4590559126842131, 0.6846307385204063]",31,62
4146,"[0.3980415607740311, 0.4565868264066468]",30,59
3402,"[0.36417999701274595, 0.7480039920812542]",28,55
3989,"[0.6283076693076208, 0.5583832335069259]",2,2
2698,"[0.6637950366287176, 0.5843313373902108]",8,16
3587,"[0.38624981312234424, 0.7504990019841185]",31,62
4418,"[0.3696180296020315, 0.3822355290179114]",32,62
1041,"[0.6159552997460834, 0.5668662674319491]",27,54
5557,"[0.5511847809761675, 0.20009980043582554]",6,11
3260,"[0.4715017192395777, 0.6372255489477366]",28,54
3273,"[0.3972753774777607, 0.6726546906179133]",32,62
4224,"[0.3990506802144177, 0.6122754490681448]",22,43
5154,"[0.17932426372145568, 0.8238522954400731]",24,47
509,"[0.5969875915659849, 0.6267465070153271]",31,61
4138,"[0.4486844072324744, 0.45558882247386606]",24,47
4848,"[0.6396509194154933, 0.4441117763959384]",4,6
4411,"[0.4082635670489244, 0.3692614770408127]",27,53
2449,"[0.2838241889604347, 0.777944111837487]",19,36
1782,"[0.5302362086995485, 0.6971057883892898]",30,60
4849,"[0.6321946479188782, 0.44660678644062757]",4,7
2986,"[0.5086522649047389, 0.5968063872590943]",32,63
5297,"[0.4592240992598239, 0.5553892216376712]",2,3
2932,"[0.6176932276852095, 0.7859281437252075]",25,49
3069,"[0.6091717745519115, 0.6921157684417364]",16,31
3420,"[0.576356705041822, 0.7814371258149568]",4,8
4407,"[0.4391912094430424, 0.36327345316047854]",24,48
544,"[0.6901816414946222, 0.6447105787981543]",17,33
3133,"[0.3838391388807749, 0.8278443113839333]",32,63
4469,"[0.5404769023732072, 0.34780439120960316]",2,2
224,"[0.8209186724492169, 0.576347305431578]",2,2
4658,"[0.44563836148599273, 0.43413173650083164]",30,62
4333,"[0.3423718044593074, 0.5918163672406285]",31,62
1403,"[0.7821423232109659, 0.678143712531857]",15,29
4031,"[0.4780236208643116, 0.7330339321676816]",9,17
1873,"[0.8465577814308947, 0.5818363273455217]",8,15
3873,"[0.35663028853558176, 0.7839321357178212]",28,55
2137,"[0.4477126625763405, 0.8797405190086784]",26,52
181,"[0.5824487965347853, 0.6292415169181913]",30,59
3061,"[0.6668223949764338, 0.6821357286175421]",8,15
2174,"[0.5800754970774686, 0.7619760479202212]",19,37
2779,"[0.610479892359267, 0.7769461078337938]",5,10
5038,"[0.5458775601649619, 0.4895209581739591]",8,15
3114,"[0.5183136492697816, 0.8138722555449663]",20,39
1323,"[0.668167887568042, 0.7255489021754391]",27,54
3451,"[0.36780535206784354, 0.7879241516616814]",32,62
4097,"[0.34095156225935924, 0.9326347305662044]",30,59
540,"[0.7095044102247078, 0.6482035929174491]",14,26
290,"[0.596370907459838, 0.6541916167977831]",31,62
5830,"[0.36526386604819433, 0.4401197604520782]",26,50
4437,"[0.49867319480051814, 0.21357285430840217]",10,19
976,"[0.7297615488133964, 0.4785429142042467]",11,21
2405,"[0.4422559425882895, 0.7649700599313007]",15,29
5465,"[0.22213709074780955, 0.5414171656568794]",30,60
3702,"[0.3412318732275627, 0.9061876248583539]",23,46
4790,"[0.35831215427841157, 0.3498003992879019]",28,56
4114,"[0.6075272835933343, 0.4496007984517071]",3,5
42,"[0.6753064733122011, 0.6137724551091408]",31,62
5080,"[0.3444087307521243, 0.7265469061791322]",2,3
3651,"[0.42528778591675515, 0.7629740519948268]",16,30
5156,"[0.1707093735943304, 0.84131736525651]",26,51
3572,"[0.48290103154374664, 0.744011976137394]",22,43
4447,"[0.4165047092272972, 0.226546906143676]",21,41
5882,"[0.2973912393487786, 0.1966067864583557]",31,62
4249,"[0.5240880550102888, 0.560878243551615]",2,2
2847,"[0.20905591268753262, 0.7285429141865186]",30,59
2931,"[0.6256727462941444, 0.7869261477289006]",24,47
3813,"[0.4413215727296865, 0.5943113772853176]",12,24
5831,"[0.35758334579295026, 0.44111776452668383]",26,51
5696,"[0.3353827178919938, 0.3328343312960305]",19,37
877,"[0.5582859919227956, 0.8722554890873484]",9,17
2384,"[0.4150470922430964, 0.7420159680590952]",32,62
1392,"[0.8696927791904542, 0.6616766467900257]",3,6
3686,"[0.4601958439159578, 0.9006986028025852]",7,13
507,"[0.6067050381140457, 0.6272455089817175]",30,59
4503,"[0.3061369412407056, 0.3592814371457059]",30,60
1015,"[0.7725743758397503, 0.5773453093643587]",4,7
3832,"[0.30931379877854537, 0.6232534930378573]",30,59
388,"[0.7387314994772305, 0.690119760576175]",9,17
3374,"[0.5777956346272574, 0.7010978044040624]",3,4
308,"[0.7246038271790362, 0.6477045909510587]",14,28
1337,"[0.9126551053936534, 0.678143712531857]",2,3
1864,"[0.5463634324930288, 0.7105788424036914]",30,59
1328,"[0.6381746150458053, 0.7245508982426584]",30,58
4379,"[0.3142846464385294, 0.43313373256805093]",32,62
3631,"[0.3122103453349035, 0.6816367266511517]",32,62
1256,"[0.7087569143272028, 0.6237524950042476]",22,42
4494,"[0.368309911794676, 0.36377245512686895]",23,48
341,"[0.7244169532046599, 0.5628742515590013]",9,17
1802,"[0.7881970399063982, 0.582335329311912]",9,17
5501,"[0.2297241740092264, 0.35029940125429226]",28,55
1956,"[0.5093250112071821, 0.6566866268424724]",32,62
5223,"[0.29042084018023046, 0.48502994019279605]",12,23
3998,"[0.5538944535714275, 0.5818363273455217]",11,22
2005,"[0.7529339213572085, 0.8263473054138498]",2,3
2596,"[0.041710270592140046, 0.620758482993168]",30,59
748,"[0.5185752728392197, 0.7814371258149568]",29,57
4162,"[0.5866160861142462, 0.6337325349702668]",4,6
4986,"[0.45197338914962865, 0.5029940120465357]",25,49
4532,"[0.3848669457332052, 0.391217564909325]",19,38
2054,"[0.6583943788236848, 0.8128742514703607]",7,13
3838,"[0.2807033936321695, 0.6342315369366572]",32,62
1504,"[0.6591044999236588, 0.6501996008539229]",31,62
4951,"[0.4179623262114981, 0.5339321358064617]",29,58
3962,"[0.45180520257401785, 0.7559880238980622]",24,46
1781,"[0.5350388697839217, 0.7000998004712817]",30,59
3485,"[0.3644229331701403, 0.8408183632901196]",24,46
766,"[0.618739721923127, 0.8013972056760829]",4,7
4580,"[0.5796830617432289, 0.40219560887903744]",30,59
926,"[0.9028629092505307, 0.5209580838293629]",9,17
857,"[0.40054567199614943, 0.6971057883892898]",31,62
2621,"[0.7056734937964685, 0.7385229540816254]",19,37
5810,"[0.5346464344364037, 0.3837325349879949]",6,11
1271,"[0.6310360293016463, 0.6357285429067407]",30,59
5133,"[0.30656675138575445, 0.7365269461451515]",6,11
1840,"[0.7126625803505039, 0.690119760576175]",11,21
1115,"[0.520724323511351, 0.7784431138038773]",15,29
5626,"[0.32716026311238644, 0.3552894212018457]",30,58
3184,"[0.5378606667584962, 0.8522954092262224]",2,2
752,"[0.49084317535515054, 0.7784431138038773]",31,62
5137,"[0.27504111227097683, 0.7599800399837473]",9,17
2704,"[0.6225706383646445, 0.5938123752480148]",14,27
4971,"[0.5844483480300713, 0.48802395220387557]",7,14
4655,"[0.461802960077004, 0.4336327345344413]",28,55
152,"[0.5050269098496413, 0.5953093812180983]",32,63
1033,"[0.6638697862105012, 0.5628742515590013]",20,39
2509,"[0.1427717147636759, 0.5059880239157903]",28,55
1443,"[0.8395686948635811, 0.6357285429067407]",11,20
347,"[0.6890043354786248, 0.5668662674319491]",14,27
3741,"[0.3705523994606345, 0.8637724551623251]",22,43
2631,"[0.6288682912174713, 0.7410179640554021]",28,55
1671,"[0.8619561967389138, 0.7804391218112637]",7,14
707,"[0.5556136941250664, 0.6107784430980613]",30,59
5532,"[0.37245851397537144, 0.27794411180203077]",23,45
2676,"[0.5679286888890729, 0.7010978044040624]",26,52
3351,"[0.4413402601284519, 0.6861277445614024]",23,46
1747,"[0.7542046643670332, 0.704091816415142]",2,3
4877,"[0.663197039908058, 0.44560878250784686]",8,2
1401,"[0.7978957990689719, 0.6766467067035984]",13,24
1018,"[0.7553632829975433, 0.574850299390582]",6,11
2888,"[0.7310509792219865, 0.9101796407313016]",25,48
5695,"[0.3425773658191709, 0.33333333340424576]",18,34
1650,"[0.688088653005509, 0.6412175648206845]",30,59
2241,"[0.4176820152432946, 0.8393213573200361]",31,62
4865,"[0.485666766335303, 0.48602794412557676]",24,47
1503,"[0.6663738974458978, 0.6511976047867037]",30,59
88,"[0.7271453131986854, 0.5374251497130191]",3,6
5677,"[0.49119823590513756, 0.2914171656746074]",2,2
2700,"[0.6497608013110723, 0.5878243513676807]",11,21
522,"[0.7955411870236989, 0.6686626746031405]",2,3
5389,"[0.3657310509774958, 0.5279441117843027]",6,11
1557,"[0.904470025411577, 0.6746506986252996]",2,2
4476,"[0.4949357153528279, 0.35728542913831957]",6,11
5399,"[0.2988862311305104, 0.5543912175630656]",14,27
3457,"[0.33654133652250395, 0.787425149695291]",32,62
3249,"[0.5544177006970253, 0.6227544910714669]",16,34
5378,"[0.2024031992847188, 0.6916167664753461]",31,62
1202,"[0.5686761847732997, 0.7924151696428444]",20,39
2136,"[0.45219763790825757, 0.8792415169004633]",26,51
4738,"[0.4401255793016454, 0.3602794411493991]",24,47
5309,"[0.35068769621946383, 0.5953093812180983]",17,32
5525,"[0.42568022125099486, 0.2789421158766364]",15,29
5571,"[0.4505718343484459, 0.21506986034939815]",21,42
5827,"[0.3884175512065192, 0.43612774457913045]",24,48
2736,"[0.6575721333443962, 0.7999001997059993]",5,10
4295,"[0.6190947824731141, 0.540918163690489]",8,2
1143,"[0.6638324114129703, 0.5648702594954752]",2,2
3169,"[0.37817685751958224, 0.66417165669289]",27,54
11,"[0.8951637015965211, 0.6686626746031405]",6,11
2946,"[0.5227051876211497, 0.777944111837487]",32,63
3372,"[0.5920728061022972, 0.6961077844565091]",2,3
4511,"[0.5412804604537303, 0.35429141712724005]",8,2
4250,"[0.5171550306392715, 0.5628742515590013]",2,2
4269,"[0.3875766183284652, 0.5848303393566012]",17,34
2965,"[0.6522462251477034, 0.5833333333156052]",15,28
3007,"[0.6710083719546602, 0.705588822456138]",7,13
5811,"[0.5259381073420076, 0.3872255489654648]",7,14
4617,"[0.5165196591476374, 0.3517964071534634]",30,60
2297,"[0.4015734788485797, 0.8577844312110786]",32,63
2886,"[0.7444311556226759, 0.9101796407313016]",23,44
4393,"[0.5583607415178574, 0.3488023952132963]",7,14
2672,"[0.5911197488449287, 0.7060878243516159]",22,43
1846,"[0.6659253999020835, 0.6926147704790392]",17,33
2100,"[0.6210756465829128, 0.8552894211663895]",3,6
570,"[0.5768238899711235, 0.6077844312288067]",31,62
4071,"[0.5339923755327259, 0.8997005988698045]",6,11
3731,"[0.4557482433815716, 0.8562874251700826]",9,17
5004,"[0.5466437434612322, 0.4825349301481069]",4,7
3320,"[0.3570227238698215, 0.6696606786068338]",32,63
2859,"[0.9222978023599308, 0.9675648702699905]",2,2
2277,"[0.49527208850404947, 0.8622754491922416]",22,42
1409,"[0.7346576468783187, 0.6811377245429365]",22,43
5624,"[0.3407086261019649, 0.35129740518707303]",28,55
605,"[0.6656637763459237, 0.6706586826814394]",22,43
5911,"[0.36528255344695976, 0.1896207584325035]",26,51
4275,"[0.34876289430596147, 0.5893213573377643]",23,45
5516,"[0.5035132306691441, 0.252495010026961]",4,8
2851,"[0.18354761548393472, 0.7260479041418294]",31,62
5430,"[0.4546269995485923, 0.48902195606574383]",2,2
2911,"[0.7872439826490297, 0.7659680638640814]",3,4
1333,"[0.6087232770213754, 0.7150698602430294]",32,62
1648,"[0.6940125579228615, 0.6492015967793173]",30,58
2702,"[0.6350725071030273, 0.5888223553004615]",12,23
3306,"[0.4309126924804169, 0.6601796407490298]",26,51
4314,"[0.47309014800185845, 0.5773453093643587]",18,34
3736,"[0.41373897443574087, 0.861277445117636]",16,31
689,"[0.6617767977213881, 0.6007984031320421]",14,26
823,"[0.5781133203797135, 0.6906187625425654]",8,14
4830,"[0.4214568694885158, 0.42964071859058106]",27,54
4332,"[0.34760427567545127, 0.5923153692070189]",32,62
3088,"[0.4772761249800848, 0.7000998004712817]",31,62
5777,"[0.4411720735528411, 0.10678642711874486]",12,23
1678,"[0.8110330393255452, 0.788922155736287]",14,26
1150,"[0.5969689041672195, 0.5743512974241917]",7,13
3507,"[0.5918111825328591, 0.8547904191999991]",3,6
3978,"[0.38258708326971574, 0.7604790419501377]",30,60
1494,"[0.7373486320748133, 0.6357285429067407]",24,47
4099,"[0.3299633727014737, 0.9356287425063714]",30,60
2115,"[0.5458028105831783, 0.8657684630278866]",12,23
5619,"[0.375635371499933, 0.3378243512435839]",24,47
5889,"[0.5515024667286237, 0.13872255495327643]",3,6
1324,"[0.6622813574482205, 0.7270459081455226]",28,55
3927,"[0.29808267304998726, 0.8268463073802402]",32,63
4318,"[0.43958364479056034, 0.5803393214463506]",22,43
